Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen,Ursprung
Topfdeckel-Teller,1,1,anders,402,standard,3,8,studie
Topfdeckel-Teller,3,2,anders,652,standard,2,8,studie
Topfdeckel-Teller,2,1,gleich,242,bonus,1,8,studie
Topfdeckel-Teller,2,1,initial,825,standard,0,8,studie
Waescheklammer-Topfdeckel,4,2,anders,290,standard,3,4,studie
Waescheklammer-Topfdeckel,3,2,gleich,509,standard,2,4,studie
Waescheklammer-Topfdeckel,3,2,anders,352,standard,1,4,studie
Waescheklammer-Topfdeckel,2,1,initial,164,standard,0,4,studie
Waschmaschine-Topfdeckel,3,2,gleich,564,standard,6,7,studie
Waschmaschine-Topfdeckel,2,1,gleich,782,bonus,5,7,studie
Waschmaschine-Topfdeckel,2,1,gleich,367,standard,4,7,studie
Waschmaschine-Topfdeckel,1,1,anders,261,standard,3,7,studie
Waschmaschine-Topfdeckel,2,1,anders,290,standard,2,7,studie
Waschmaschine-Topfdeckel,3,2,anders,431,standard,1,7,studie
Waschmaschine-Topfdeckel,5,3,initial,151,standard,0,7,studie
Feuerzeug-Waescheklammer,6,3,anders,306,standard,3,4,studie
Feuerzeug-Waescheklammer,1,1,anders,820,standard,2,4,studie
Feuerzeug-Waescheklammer,1,1,anders,353,standard,1,4,studie
Feuerzeug-Waescheklammer,4,2,initial,1056,standard,0,4,studie
Geschirrtuch-Waescheklammer,6,3,anders,860,standard,4,5,studie
Geschirrtuch-Waescheklammer,5,3,anders,845,standard,3,5,studie
Geschirrtuch-Waescheklammer,4,2,anders,532,standard,2,5,studie
Geschirrtuch-Waescheklammer,1,1,gleich,652,standard,1,5,studie
Geschirrtuch-Waescheklammer,1,1,0,0,0,0,5,vorstudie
Waescheklammer-Kabel,6,3,anders,1088,standard,1,2,studie
Waescheklammer-Kabel,1,1,initial,726,bonus,0,2,studie
Waescheklammer-Klebeband,2,1,anders,697,standard,1,2,studie
Waescheklammer-Klebeband,6,3,initial,1028,standard,0,2,studie
Korken-Waescheklammer,4,2,anders,600,standard,2,3,studie
Korken-Waescheklammer,1,1,anders,652,standard,1,3,studie
Korken-Waescheklammer,3,2,initial,290,standard,0,3,studie
Kugelschreiber-Waescheklammer,6,3,anders,697,standard,3,4,studie
Kugelschreiber-Waescheklammer,4,2,anders,643,standard,2,4,studie
Kugelschreiber-Waescheklammer,4,2,anders,705,standard,1,4,studie
Kugelschreiber-Waescheklammer,2,1,initial,726,standard,0,4,studie
Lampe-Waescheklammer,3,2,anders,107,standard,2,3,studie
Lampe-Waescheklammer,1,1,anders,652,standard,1,3,studie
Lampe-Waescheklammer,3,2,initial,712,standard,0,3,studie
Papiertaschentuch-Waescheklammer,4,2,gleich,704,bonus,10,11,studie
Papiertaschentuch-Waescheklammer,4,2,gleich,146,standard,9,11,studie
Papiertaschentuch-Waescheklammer,5,3,gleich,290,standard,8,11,studie
Papiertaschentuch-Waescheklammer,5,3,anders,652,standard,7,11,studie
Papiertaschentuch-Waescheklammer,5,3,anders,532,standard,6,11,studie
Papiertaschentuch-Waescheklammer,5,3,anders,820,standard,5,11,studie
Papiertaschentuch-Waescheklammer,4,2,gleich,881,standard,4,11,studie
Papiertaschentuch-Waescheklammer,1,1,anders,151,standard,3,11,studie
Papiertaschentuch-Waescheklammer,1,1,anders,607,standard,2,11,studie
Papiertaschentuch-Waescheklammer,6,3,gleich,1028,standard,1,11,studie
Papiertaschentuch-Waescheklammer,6,3,0,0,0,0,11,vorstudie
Waescheklammer-Plastikverpackung,2,1,anders,1088,standard,3,4,studie
Waescheklammer-Plastikverpackung,6,3,anders,107,standard,2,4,studie
Waescheklammer-Plastikverpackung,3,2,anders,151,standard,1,4,studie
Waescheklammer-Plastikverpackung,1,1,initial,607,standard,0,4,studie
Schere-Waescheklammer,5,3,anders,509,standard,1,2,studie
Schere-Waescheklammer,1,1,initial,726,standard,0,2,studie
Seife-Waescheklammer,3,2,anders,290,standard,3,4,studie
Seife-Waescheklammer,5,3,anders,652,standard,2,4,studie
Seife-Waescheklammer,3,2,anders,881,standard,1,4,studie
Seife-Waescheklammer,4,2,initial,383,bonus,0,4,studie
Spuelmittel-Waescheklammer,4,2,gleich,564,standard,4,5,studie
Spuelmittel-Waescheklammer,4,2,gleich,629,standard,3,5,studie
Spuelmittel-Waescheklammer,2,1,anders,383,bonus,2,5,studie
Spuelmittel-Waescheklammer,5,3,anders,726,standard,1,5,studie
Spuelmittel-Waescheklammer,3,2,initial,395,standard,0,5,studie
Waescheklammer-Tasse,2,1,anders,290,standard,2,3,studie
Waescheklammer-Tasse,5,3,anders,383,standard,1,3,studie
Waescheklammer-Tasse,4,2,initial,682,standard,0,3,studie
Tee-Waescheklammer,2,1,anders,564,standard,4,5,studie
Tee-Waescheklammer,4,2,gleich,256,bonus,3,5,studie
Tee-Waescheklammer,4,2,gleich,652,standard,2,5,studie
Tee-Waescheklammer,6,3,anders,290,standard,1,5,studie
Tee-Waescheklammer,3,2,initial,643,standard,0,5,studie
Toilettenpapier-Waescheklammer,6,3,anders,416,standard,5,6,studie
Toilettenpapier-Waescheklammer,1,1,anders,146,standard,4,6,studie
Toilettenpapier-Waescheklammer,4,2,gleich,662,standard,3,6,studie
Toilettenpapier-Waescheklammer,1,1,anders,825,standard,2,6,studie
Toilettenpapier-Waescheklammer,6,3,gleich,617,standard,1,6,studie
Toilettenpapier-Waescheklammer,6,3,initial,154,bonus,0,6,studie
Waescheklammer-Waschmaschine,5,3,anders,697,standard,13,14,studie
Waescheklammer-Waschmaschine,4,2,anders,146,standard,12,14,studie
Waescheklammer-Waschmaschine,4,2,anders,256,standard,11,14,studie
Waescheklammer-Waschmaschine,1,1,anders,845,standard,10,14,studie
Waescheklammer-Waschmaschine,5,3,anders,107,standard,9,14,studie
Waescheklammer-Waschmaschine,1,1,anders,532,standard,8,14,studie
Waescheklammer-Waschmaschine,1,1,anders,261,standard,7,14,studie
Waescheklammer-Waschmaschine,1,1,anders,652,standard,6,14,studie
Waescheklammer-Waschmaschine,6,3,anders,705,standard,5,14,studie
Waescheklammer-Waschmaschine,2,1,anders,726,standard,4,14,studie
Waescheklammer-Waschmaschine,6,3,anders,153,standard,3,14,studie
Waescheklammer-Waschmaschine,3,2,gleich,395,standard,2,14,studie
Waescheklammer-Waschmaschine,1,1,anders,825,standard,1,14,studie
Waescheklammer-Waschmaschine,5,3,initial,154,standard,0,14,studie
Weinflasche-Waescheklammer,3,2,anders,416,standard,2,3,studie
Weinflasche-Waescheklammer,5,3,anders,652,standard,1,3,studie
Weinflasche-Waescheklammer,6,3,initial,820,standard,0,3,studie
Bleistift-Waschmaschine,3,2,anders,672,bonus,3,4,studie
Bleistift-Waschmaschine,6,3,anders,290,standard,2,4,studie
Bleistift-Waschmaschine,2,1,anders,663,standard,1,4,studie
Bleistift-Waschmaschine,4,2,initial,712,standard,0,4,studie
Buegeleisen-Waschmaschine,4,2,anders,256,standard,10,11,studie
Buegeleisen-Waschmaschine,1,1,anders,865,standard,9,11,studie
Buegeleisen-Waschmaschine,3,2,gleich,738,standard,8,11,studie
Buegeleisen-Waschmaschine,1,1,anders,820,standard,7,11,studie
Buegeleisen-Waschmaschine,5,3,anders,643,standard,6,11,studie
Buegeleisen-Waschmaschine,3,2,gleich,621,standard,5,11,studie
Buegeleisen-Waschmaschine,3,2,gleich,352,bonus,4,11,studie
Buegeleisen-Waschmaschine,6,3,anders,153,standard,3,11,studie
Buegeleisen-Waschmaschine,3,2,anders,151,standard,2,11,studie
Buegeleisen-Waschmaschine,2,1,anders,208,standard,1,11,studie
Buegeleisen-Waschmaschine,1,1,initial,825,standard,0,11,studie
Faden-Waschmaschine,3,2,anders,825,bonus,1,2,studie
Faden-Waschmaschine,6,3,initial,480,standard,0,2,studie
Gemuesemesser-Waschmaschine,3,2,anders,820,standard,6,7,studie
Gemuesemesser-Waschmaschine,4,2,gleich,353,standard,5,7,studie
Gemuesemesser-Waschmaschine,5,3,gleich,290,standard,4,7,studie
Gemuesemesser-Waschmaschine,5,3,anders,933,standard,3,7,studie
Gemuesemesser-Waschmaschine,6,3,anders,643,standard,2,7,studie
Gemuesemesser-Waschmaschine,3,2,gleich,153,bonus,1,7,studie
Gemuesemesser-Waschmaschine,3,2,initial,154,standard,0,7,studie
Waschmaschine-Geschirrtuch,4,2,anders,256,standard,7,8,studie
Waschmaschine-Geschirrtuch,1,1,anders,845,standard,6,8,studie
Waschmaschine-Geschirrtuch,1,1,anders,738,standard,5,8,studie
Waschmaschine-Geschirrtuch,2,1,gleich,652,standard,4,8,studie
Waschmaschine-Geschirrtuch,1,1,anders,621,standard,3,8,studie
Waschmaschine-Geschirrtuch,3,2,gleich,431,standard,2,8,studie
Waschmaschine-Geschirrtuch,3,2,anders,151,standard,1,8,studie
Waschmaschine-Geschirrtuch,2,1,initial,712,standard,0,8,studie
Hemd-Waschmaschine,1,1,anders,865,standard,5,6,studie
Hemd-Waschmaschine,1,1,anders,261,standard,4,6,studie
Hemd-Waschmaschine,1,1,anders,652,standard,3,6,studie
Hemd-Waschmaschine,5,3,anders,825,standard,2,6,studie
Hemd-Waschmaschine,3,2,anders,1022,standard,1,6,studie
Hemd-Waschmaschine,1,1,0,0,0,0,6,vorstudie
Waschmaschine-Kabel,2,1,anders,564,standard,3,4,studie
Waschmaschine-Kabel,6,3,anders,153,standard,2,4,studie
Waschmaschine-Kabel,4,2,anders,202,standard,1,4,studie
Waschmaschine-Kabel,6,3,initial,665,standard,0,4,studie
Kaffee-Waschmaschine,1,1,anders,662,standard,5,6,studie
Kaffee-Waschmaschine,2,1,gleich,738,standard,4,6,studie
Kaffee-Waschmaschine,2,1,anders,663,standard,2,6,studie
Kaffee-Waschmaschine,3,2,gleich,629,standard,2,6,studie
Kaffee-Waschmaschine,2,1,anders,151,standard,1,6,studie
Kaffee-Waschmaschine,4,2,initial,682,standard,0,6,studie
Kaffeemaschine-Waschmaschine,4,2,gleich,416,standard,8,9,studie
Kaffeemaschine-Waschmaschine,1,1,anders,465,standard,7,9,studie
Kaffeemaschine-Waschmaschine,5,3,anders,845,standard,6,9,studie
Kaffeemaschine-Waschmaschine,5,3,anders,306,standard,5,9,studie
Kaffeemaschine-Waschmaschine,4,2,gleich,261,bonus,4,9,studie
Kaffeemaschine-Waschmaschine,3,2,gleich,353,bonus,3,9,studie
Kaffeemaschine-Waschmaschine,3,2,anders,151,bonus,2,9,studie
Kaffeemaschine-Waschmaschine,6,3,anders,509,standard,1,9,studie
Kaffeemaschine-Waschmaschine,2,1,initial,825,standard,0,9,studie
Kopfhoerer-Waschmaschine,3,2,anders,629,standard,2,3,studie
Kopfhoerer-Waschmaschine,6,3,anders,290,standard,1,3,studie
Kopfhoerer-Waschmaschine,3,2,initial,153,standard,0,3,studie
Waschmaschine-Korken,6,3,anders,290,standard,1,2,studie
Waschmaschine-Korken,2,1,initial,543,standard,0,2,studie
Kugelschreiber-Waschmaschine,2,1,anders,672,bonus,6,7,studie
Kugelschreiber-Waschmaschine,5,3,anders,933,standard,5,7,studie
Kugelschreiber-Waschmaschine,4,2,anders,480,standard,4,7,studie
Kugelschreiber-Waschmaschine,2,1,anders,726,standard,3,7,studie
Kugelschreiber-Waschmaschine,3,2,gleich,151,standard,2,7,studie
Kugelschreiber-Waschmaschine,2,1,anders,208,standard,1,7,studie
Kugelschreiber-Waschmaschine,5,3,initial,669,standard,0,7,studie
Waschmaschine-Nadel,6,3,anders,509,standard,1,2,studie
Waschmaschine-Nadel,4,2,initial,191,standard,0,2,studie
Waschmaschine-Papier,6,3,anders,643,standard,1,2,studie
Waschmaschine-Papier,3,2,initial,726,standard,0,2,studie
Waschmaschine-Plastikverpackung,2,1,anders,367,standard,6,7,studie
Waschmaschine-Plastikverpackung,6,3,anders,820,standard,5,7,studie
Waschmaschine-Plastikverpackung,5,3,anders,643,bonus,4,7,studie
Waschmaschine-Plastikverpackung,5,3,anders,102,standard,3,7,studie
Waschmaschine-Plastikverpackung,2,1,anders,151,standard,2,7,studie
Waschmaschine-Plastikverpackung,6,3,anders,208,bonus,1,7,studie
Waschmaschine-Plastikverpackung,1,1,initial,592,standard,0,7,studie
Schere-Waschmaschine,5,3,gleich,643,bonus,1,2,studie
Schere-Waschmaschine,5,3,initial,621,standard,0,2,studie
Seife-Waschmaschine,1,1,anders,738,standard,8,9,studie
Seife-Waschmaschine,4,2,anders,353,bonus,7,9,studie
Seife-Waschmaschine,1,1,anders,652,standard,6,9,studie
Seife-Waschmaschine,5,3,anders,825,standard,5,9,studie
Seife-Waschmaschine,2,1,gleich,621,standard,4,9,studie
Seife-Waschmaschine,4,2,anders,102,standard,3,9,studie
Seife-Waschmaschine,3,2,anders,202,standard,2,9,studie
Seife-Waschmaschine,3,2,anders,208,bonus,1,9,studie
Seife-Waschmaschine,1,1,initial,682,bonus,0,9,studie
Teller-Waschmaschine,5,3,gleich,738,standard,3,4,studie
Teller-Waschmaschine,5,3,gleich,352,bonus,2,4,studie
Teller-Waschmaschine,4,2,anders,682,bonus,1,4,studie
Teller-Waschmaschine,6,3,initial,825,standard,0,4,studie
Waschmaschine-Toilettenpapier,5,3,anders,793,standard,6,7,studie
Waschmaschine-Toilettenpapier,2,1,anders,643,standard,5,7,studie
Waschmaschine-Toilettenpapier,2,1,anders,672,bonus,4,7,studie
Waschmaschine-Toilettenpapier,5,3,anders,726,standard,3,7,studie
Waschmaschine-Toilettenpapier,3,2,anders,151,standard,2,7,studie
Waschmaschine-Toilettenpapier,4,2,gleich,147,bonus,1,7,studie
Waschmaschine-Toilettenpapier,4,2,initial,208,standard,0,7,studie
Weinflasche-Bleistift,4,2,gleich,465,standard,3,4,studie
Weinflasche-Bleistift,5,3,anders,383,standard,2,4,studie
Weinflasche-Bleistift,1,1,anders,143,standard,1,4,studie
Weinflasche-Bleistift,4,2,initial,712,standard,0,4,studie
Buegeleisen-Weinflasche,4,2,gleich,256,bonus,2,3,studie
Buegeleisen-Weinflasche,4,2,gleich,352,standard,1,3,studie
Buegeleisen-Weinflasche,4,2,initial,1095,standard,0,3,studie
Weinflasche-Feuerzeug,1,1,anders,820,standard,2,3,studie
Weinflasche-Feuerzeug,4,2,gleich,728,bonus,1,3,studie
Weinflasche-Feuerzeug,4,2,initial,543,standard,0,3,studie
Glas-Weinflasche,3,2,gleich,416,standard,11,12,studie
Glas-Weinflasche,2,1,gleich,136,standard,10,12,studie
Glas-Weinflasche,1,1,anders,231,standard,9,12,studie
Glas-Weinflasche,5,3,anders,672,standard,8,12,studie
Glas-Weinflasche,2,1,gleich,404,standard,7,12,studie
Glas-Weinflasche,1,1,anders,738,standard,6,12,studie
Glas-Weinflasche,3,2,gleich,629,bonus,5,12,studie
Glas-Weinflasche,4,2,anders,202,standard,4,12,studie
Glas-Weinflasche,5,3,anders,480,standard,3,12,studie
Glas-Weinflasche,2,1,anders,682,standard,2,12,studie
Glas-Weinflasche,1,1,gleich,395,bonus,1,12,studie
Glas-Weinflasche,1,1,initial,143,standard,0,12,studie
Kaffee-Weinflasche,2,1,anders,328,standard,4,5,studie
Kaffee-Weinflasche,3,2,gleich,738,bonus,3,5,studie
Kaffee-Weinflasche,4,2,anders,629,bonus,2,5,studie
Kaffee-Weinflasche,2,1,anders,191,bonus,1,5,studie
Kaffee-Weinflasche,4,2,initial,154,standard,0,5,studie
Weinflasche-Klebeband,6,3,anders,820,standard,2,3,studie
Weinflasche-Klebeband,4,2,anders,151,bonus,1,3,studie
Weinflasche-Klebeband,2,1,initial,395,standard,0,3,studie
Kochloeffel-Weinflasche,3,2,anders,416,standard,5,6,studie
Kochloeffel-Weinflasche,5,3,gleich,1008,standard,4,6,studie
Kochloeffel-Weinflasche,5,3,anders,151,bonus,3,6,studie
Kochloeffel-Weinflasche,4,2,gleich,202,bonus,2,6,studie
Kochloeffel-Weinflasche,5,3,anders,395,standard,1,6,studie
Kochloeffel-Weinflasche,3,2,initial,143,standard,0,6,studie
Korken-Weinflasche,1,1,anders,697,standard,9,10,studie
Korken-Weinflasche,2,1,gleich,231,standard,8,10,studie
Korken-Weinflasche,4,2,anders,107,standard,7,10,studie
Korken-Weinflasche,1,1,anders,404,bonus,6,10,studie
Korken-Weinflasche,6,3,anders,881,standard,5,10,studie
Korken-Weinflasche,5,3,anders,230,standard,4,10,studie
Korken-Weinflasche,1,1,gleich,102,standard,3,10,studie
Korken-Weinflasche,1,1,anders,164,standard,2,10,studie
Korken-Weinflasche,3,2,anders,154,standard,1,10,studie
Korken-Weinflasche,1,1,0,0,0,0,10,vorstudie
Nadel-Weinflasche,2,1,anders,416,standard,4,5,studie
Nadel-Weinflasche,2,1,anders,256,bonus,3,5,studie
Nadel-Weinflasche,2,1,anders,102,bonus,2,5,studie
Nadel-Weinflasche,3,2,anders,151,bonus,1,5,studie
Nadel-Weinflasche,5,3,initial,147,standard,0,5,studie
Papier-Weinflasche,5,3,anders,383,standard,1,2,studie
Papier-Weinflasche,1,1,initial,153,standard,0,2,studie
Plastikverpackung-Weinflasche,3,2,gleich,231,bonus,6,7,studie
Plastikverpackung-Weinflasche,3,2,gleich,629,standard,5,7,studie
Plastikverpackung-Weinflasche,4,2,anders,728,bonus,4,7,studie
Plastikverpackung-Weinflasche,3,2,anders,480,standard,3,7,studie
Plastikverpackung-Weinflasche,1,1,anders,172,standard,2,7,studie
Plastikverpackung-Weinflasche,3,2,anders,395,bonus,1,7,studie
Plastikverpackung-Weinflasche,1,1,initial,143,standard,0,7,studie
Schere-Weinflasche,2,1,anders,256,bonus,3,4,studie
Schere-Weinflasche,5,3,anders,383,standard,2,4,studie
Schere-Weinflasche,3,2,anders,395,bonus,1,4,studie
Schere-Weinflasche,5,3,initial,825,bonus,0,4,studie
Schwamm-Weinflasche,5,3,anders,107,standard,1,2,studie
Schwamm-Weinflasche,3,2,initial,629,bonus,0,2,studie
Weinflasche-Spuelmittel,2,1,anders,578,standard,3,4,studie
Weinflasche-Spuelmittel,2,1,anders,102,bonus,2,4,studie
Weinflasche-Spuelmittel,5,3,anders,147,standard,1,4,studie
Weinflasche-Spuelmittel,3,2,initial,395,standard,0,4,studie
Teller-Weinflasche,2,1,anders,416,standard,2,3,studie
Teller-Weinflasche,2,1,anders,845,standard,1,3,studie
Teller-Weinflasche,4,2,initial,102,bonus,0,3,studie
Toilettenpapier-Weinflasche,2,1,gleich,416,standard,7,8,studie
Toilettenpapier-Weinflasche,1,1,anders,146,standard,6,8,studie
Toilettenpapier-Weinflasche,5,3,anders,256,standard,5,8,studie
Toilettenpapier-Weinflasche,3,2,gleich,404,bonus,4,8,studie
Toilettenpapier-Weinflasche,2,1,anders,153,standard,3,8,studie
Toilettenpapier-Weinflasche,2,1,anders,202,standard,2,8,studie
Toilettenpapier-Weinflasche,5,3,anders,607,standard,1,8,studie
Toilettenpapier-Weinflasche,2,1,initial,682,standard,0,8,studie
Topfdeckel-Weinflasche,5,3,gleich,564,standard,4,5,studie
Topfdeckel-Weinflasche,4,2,gleich,738,bonus,3,5,studie
Topfdeckel-Weinflasche,3,2,anders,480,standard,2,5,studie
Topfdeckel-Weinflasche,5,3,gleich,825,bonus,1,5,studie
Topfdeckel-Weinflasche,5,3,0,0,0,0,5,vorstudie
Waschmaschine-Weinflasche,4,2,gleich,416,standard,8,9,studie
Waschmaschine-Weinflasche,2,1,anders,578,standard,7,9,studie
Waschmaschine-Weinflasche,6,3,anders,465,standard,6,9,studie
Waschmaschine-Weinflasche,5,3,anders,564,standard,5,9,studie
Waschmaschine-Weinflasche,3,2,gleich,629,standard,4,9,studie
Waschmaschine-Weinflasche,6,3,anders,868,standard,3,9,studie
Waschmaschine-Weinflasche,4,2,anders,102,standard,2,9,studie
Waschmaschine-Weinflasche,1,1,gleich,669,standard,1,9,studie
Waschmaschine-Weinflasche,1,1,initial,665,standard,0,9,studie
